month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
10-2020,18.62326086956521,12.184782608695652,2.570652173913043,100.0,4290.913043478261,14.937680185706231
11-2020,16.32631235319708,10.874009253029207,1.9524948889815803,1973868.0,865.5168987112469,12.103638935857463
1-2021,16.259999999999998,9.625,3.085,4.0,6854.0,10.780464717623577
12-2020,15.379166666666661,9.5275,1.9449999999999996,48.0,652.9583333333334,10.626069361262891
2-2021,18.773333333333333,12.5,2.8066666666666666,3.0,992.3333333333334,10.022536812516185
