month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
6-2018,16.5758478235457,13.179471393971342,1.8979515572407901,13830359,1064.388441657663,11.305448915475054
7-2018,15.199924812030057,12.218045112781954,1.7196992481203002,222,2878.0150375939847,11.842969906175489
1-2019,18.611428571428572,15.357142857142858,1.9342857142857144,13,4753.142857142857,8.709809073769565
4-2019,9.306000000000001,7.0,1.006,5,454.6,10.444834730826667
9-2018,13.63058823529412,11.176470588235293,1.4776470588235293,23,6738.941176470588,7.591064543121106
11-2018,10.566923076923075,8.5,1.2669230769230768,13,4479.307692307692,8.218359235533855
2-2019,8.875714285714286,6.285714285714286,1.0757142857142858,9,379.85714285714283,10.37208503821671
10-2018,10.031428571428572,8.357142857142858,0.8742857142857144,7,3693.0,8.124502883578241
12-2018,9.63,7.083333333333333,1.0799999999999998,7,457.1666666666667,10.258141962002695
8-2018,13.882222222222223,10.777777777777779,2.0266666666666664,28,4944.944444444444,8.597540325257114
3-2019,12.024999999999999,8.75,1.85,4,570.75,11.563343051018443
5-2018,17.1582771535581,13.597378277153558,2.093932584269662,585,3941.558052434457,13.5457658839573
