month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
11-2019,17.05019607843137,11.980392156862745,2.0258823529411765,81.0,6779.705882352941,9.407283783232316
3-2020,12.316666666666668,6.666666666666667,1.3500000000000003,6.0,457.6666666666667,8.458146296840798
8-2019,18.2092105263158,12.657894736842104,1.8113157894736842,275.0,5085.8421052631575,12.922010651595834
4-2020,15.273333333333335,9.0,1.9733333333333334,3.0,690.3333333333334,9.43961277377196
10-2019,18.015616438356158,11.883561643835616,2.3065753424657536,176.0,4436.86301369863,10.216789279128717
1-2020,17.997142857142858,12.119047619047619,2.3095238095238093,32.0,3221.7619047619046,8.775662888193242
5-2020,16.244,10.9,1.044,5.0,5966.0,4.732915365909909
12-2019,15.194137931034488,9.620689655172415,2.3803448275862076,41.0,7734.103448275862,6.65426742349811
9-2019,19.649756617018642,13.530967334334932,2.2816732113902036,10026581.0,1114.8723557625663,11.125193271314851
2-2020,17.705294117647064,11.941176470588236,2.521764705882353,31.0,5631.882352941177,6.414981681358586
