month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
7-2019,13.085157519642015,10.490580985878315,1.038781466032406,552485.0,2389.81,37.23
7-2020,14.648183815948494,12.875297006271452,0.4190777084706818,49371.0,3006.75,34.9
7-2021,21.45780921584894,15.23348050494372,3.1558070600916315,63734.0,2407.08,27.24
7-2022,18.653677563621027,14.814094230284704,1.883320546737225,67708.0,2989.71,41.43
7-2023,32.71352655130055,25.31530341660996,3.975616326507941,68820.0,3704.99,42.59
8-2017,13.924180922211121,11.396695753198852,1.2169436851713074,1169900.0,2818.72,27.41
8-2018,17.11221740245649,14.370170016608874,1.420486553799244,886397.0,4134.78,44.86
8-2019,14.622965288396962,11.802931510376522,1.330214402374906,503671.0,25529.24,33.36
8-2020,21.65654199383822,17.768865786987565,1.9207789341634562,55552.0,3373.6,48.87
8-2021,20.254222615949924,16.587906826472114,1.950586868160515,62915.0,2652.27,25.75
8-2022,24.57408011984731,19.61015731246395,2.3839129021704677,70800.0,3208.44,45.02
8-2023,30.407239437949926,23.142654036075353,3.862356033427672,69041.0,3094.08,45.9
9-2017,15.925868816804012,13.030135750727608,1.4929368046068883,1183980.0,9155.51,39.09
9-2018,14.677992797104828,12.252873421969525,1.136491897688398,883653.0,15728.36,33.41
9-2019,12.424844390760343,10.335393500615279,0.8484739974113278,495912.0,5259.19,45.62
9-2020,9.668840139426239,7.698696532746278,0.4524166574940444,59257.0,1584.69,51.91
9-2021,27.404851971831164,21.335276308408613,4.283471932655999,77520.0,3547.05,63.48
9-2022,15.93684756055742,12.617771655973431,1.5012475983690945,75779.0,2016.67,22.17
9-2023,18.71155089091689,13.430543502824932,2.309659017818387,75428.0,1541.22,25.27
