month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
1-2017,13.610622019521845,11.214487626006818,1.1252502304825918,1441604.0,1175.22,12.48
1-2018,14.648398018228974,12.054104382413598,1.51998236550295,1066559.0,11805.32,58.07
1-2019,12.042801031374209,10.196582656477807,0.6371920355321589,816163.0,25534.19,72.47
1-2020,14.582985802229485,12.041871949820685,0.7487073864821296,415241.0,29629.48,38.61
1-2021,13.462410015650741,11.120080073030781,0.6928346374543587,45918.0,1677.76,24.43
1-2022,13.604836587883309,11.249097144536655,0.8154637191303088,66905.0,1811.95,23.45
1-2023,21.671837380244675,17.293994714238487,1.5000962173770116,80259.0,1910.13,25.3
10-2017,13.628275581422082,11.391976572065689,0.9213704439131855,1248494.0,14386.72,47.48
10-2018,13.603776130993069,11.658924796701838,0.7838893718163584,935030.0,24436.66,38.24
10-2019,12.128330951371757,10.130297647355217,0.8732022719269258,491760.0,17924.23,50.27
10-2020,23.005632670422788,17.387693777255723,1.146680775514066,65250.0,2748.52,66.54
10-2021,13.582763690382636,10.623701904919916,1.1040453751767967,91828.0,2600.84,34.77
10-2022,19.787452146747764,16.21060398104753,1.523404798487024,77071.0,3858.8,32.5
11-2017,12.402694773818101,10.326292866376658,0.792480071696461,1185424.0,9305.46,45.79
11-2018,18.11684657334587,16.174633164903632,0.6790717335207525,864854.0,26419.81,68.98
11-2019,11.096074186056057,8.960805065209822,0.8234396011103544,462642.0,14527.41,60.15
11-2020,16.756666216629913,12.969225970123254,1.3191219567963093,59557.0,3487.07,64.86
11-2021,15.583157759814029,12.2441970892191,1.7931517152816137,90515.0,28176.71,28.08
11-2022,15.696790179560395,12.137917116349518,1.3678949635520368,69657.0,2780.92,35.62
12-2017,13.520658334306006,11.547685503673076,0.7578656703125375,1224563.0,18240.17,42.36
12-2018,15.865757335309912,13.992010875864457,0.6272568210602187,889589.0,55127.89,71.39
12-2019,12.948249101247821,10.905721038307695,0.7120979754753602,456887.0,27211.09,55.12
12-2020,12.397041711827848,10.748246327071291,0.4673348687379617,56397.0,2010.55,47.76
12-2021,14.579325794019288,11.574719629603559,0.846352001751884,90467.0,29963.03,40.91
12-2022,21.177865363725328,16.2166251981609,1.4674292935632784,82034.0,3540.46,41.14
2-2017,13.780751360026887,11.360433326054151,1.1484601167311619,1370796.0,1206.7,12.36
2-2018,12.600779769620853,10.468469609779179,1.0381387933436592,1031719.0,9934.23,46.42
2-2019,16.122088591271343,14.137676595399894,0.5595428456335322,737645.0,20773.99,97.76
2-2020,12.603592749084266,10.369631139915995,0.8100541262555776,401930.0,15485.49,66.85
2-2021,18.30463474506106,14.809233999763409,1.4317721518987399,40388.0,1208.3,12.49
2-2022,16.140752080043075,13.380406661355078,1.1016757576482532,74445.0,2206.41,23.05
2-2023,28.041310659183694,22.408787353807597,3.7334434375378094,74509.0,3754.47,37.93
3-2017,13.798576657058176,11.394771119625288,1.1197125022647834,1555808.0,1205.47,11.96
3-2018,11.37883470182447,9.266979333861524,0.9915612122574216,1125639.0,6612.25,59.62
3-2019,11.978296842920289,10.097277382467345,0.48348823794981377,767453.0,22208.25,87.06
3-2020,11.042999000543654,8.911365300084107,0.6855657335114588,221635.0,3038.97,58.7
3-2021,27.224384669995896,24.391364326087782,1.3180627496247195,52243.0,15531.14,39.74
3-2022,12.537801007658036,9.900310137131601,1.0391414122282225,86470.0,1493.31,26.91
3-2023,20.72903473619114,15.545969032137359,1.8318552130275372,82980.0,2251.3,49.69
4-2017,14.09309110857163,11.654143493207835,1.168237491771016,1456191.0,1229.53,12.32
4-2018,12.841551389306403,10.889397653869965,0.7703771486079244,1077293.0,19789.28,54.35
4-2019,12.988235529713466,10.556820491428633,0.8005547284311808,663766.0,30899.77,78.77
4-2020,12.89174931490715,10.83806245505607,0.9019474569024162,25686.0,27468.76,26.97
4-2021,19.275354925652753,16.783185022472516,0.8101070657973716,53972.0,2333.84,27.54
4-2022,14.957515411130531,12.717138010720456,0.8417162540692112,81757.0,2842.55,35.61
4-2023,14.201215003920566,10.196827118214095,1.26164977399571,74073.0,1727.95,27.56
5-2017,14.353450225382193,11.861503684098242,1.1998725607135294,1424299.0,1242.38,11.97
5-2018,14.351551714366039,12.091356148434246,0.928461217364464,1068133.0,10256.23,47.86
5-2019,14.863243877760604,11.873243495411987,1.3970622655393978,647593.0,11693.23,60.71
5-2020,16.471630855688037,13.500395462801155,1.1163798361947805,34619.0,1024.98,14.84
5-2021,19.431367419516203,14.733348324064613,2.133928328226084,59386.0,3014.56,47.17
5-2022,14.610921110669722,11.2864001376875,1.1726864296095716,79918.0,3855.82,27.57
5-2023,28.105291480923107,22.35129523403706,2.306515176347229,77930.0,2247.91,27.18
6-2017,14.503134981177087,11.969094156781237,1.2080043438444898,1307282.0,1236.33,11.99
6-2018,13.055907805759867,10.99975702339473,0.7552401648244362,991040.0,29439.98,62.2
6-2019,13.678261891294571,10.737188817443217,1.2639416901613196,609837.0,22524.03,45.92
6-2020,12.968771919953312,9.456144620116662,1.2491965340685336,44553.0,14649.05,29.91
6-2021,29.263286754347927,26.661151166431807,0.4686866551850199,66185.0,6768.78,33.2
6-2022,18.126218637100184,14.148665154188722,1.8976126375935196,77320.0,1218.16,11.82
6-2023,20.485538762679376,15.231812976207157,2.9028992894872516,73564.0,2211.78,49.64
7-2017,14.469624878633393,11.914052178576924,1.1918211637615457,1237202.0,1216.92,12.63
7-2018,14.03257001543016,12.027078889690097,0.8339012198701745,916850.0,3226.8,52.79
