drop_zone,vendor_id,drop_count
216,HV0003,259.8990471869329
38,HV0003,54.65063520871144
20,HV0003,126.99637023593468
66,HV0003,118.36093466424683
189,HV0003,135.50589836660617
160,HV0003,106.15585299455536
60,HV0003,119.76860254083486
194,HV0003,16.696914700544465
101,HV0003,26.823956442831218
227,HV0003,135.6431488203267
40,HV0003,54.52359346642468
54,HV0003,18.414246823956443
230,HV0003,193.8849818511797
77,HV0003,138.53221415607987
46,HV0003,13.233892921960074
14,HV0003,258.60707803992744
1,HV0003,33.91194331983806
264,HV0003,0.09868421052631579
151,HV0003,137.64519056261344
100,HV0003,155.61252268602541
41,HV0003,281.0685117967332
105,HV0003,0.08040935672514621
99,HV0003,1.929041353383459
257,HV0003,49.43398366606171
130,HV0003,315.9652903811252
259,HV0003,140.39587114337567
241,HV0003,181.20723684210526
212,HV0003,136.46211433756807
237,HV0003,170.40721415607987
15,HV0003,41.01293103448276
235,HV0003,286.0526315789474
208,HV0003,169.1991833030853
170,HV0003,282.3661524500908
169,HV0003,222.79151542649728
53,HV0003,98.38248638838476
232,HV0003,213.86116152450091
140,HV0003,268.56510889292196
167,HV0003,217.42059891107078
196,HV0003,109.70394736842105
96,HV0003,9.677858439201453
70,HV0003,83.2225499092559
262,HV0003,143.0716878402904
236,HV0003,227.23003629764068
52,HV0003,29.09029038112523
172,HV0003,31.806941923774957
155,HV0003,199.61774047186935
134,HV0003,83.50839382940109
49,HV0003,258.10231397459165
127,HV0003,164.0573956442831
168,HV0003,374.8491379310345
35,HV0003,306.7587719298246
121,HV0003,143.33711433756807
3,HV0003,107.27087114337567
132,HV0003,675.6068511796733
116,HV0003,215.6318058076225
254,HV0003,244.0812159709619
4,HV0003,208.52412280701756
222,HV0003,70.07565789473685
139,HV0003,85.74637023593468
252,HV0003,80.58303085299455
95,HV0003,256.31465517241384
199,HV0003,0.03289473684210526
87,HV0004,156.6392543859649
92,HV0004,5.284665991902834
177,HV0004,15.938283208020051
232,HV0004,161.37609649122805
183,HV0004,1.2088815789473686
159,HV0004,5.607585139318886
116,HV0004,72.28557504873294
33,HV0004,41.151315789473685
166,HV0004,217.0296052631579
168,HV0004,7.969924812030075
109,HV0004,0.28618421052631576
247,HV0004,5.239857456140351
162,HV0004,309.1788499025341
24,HV0004,79.8673245614035
38,HV0004,1.6273219814241486
260,HV0004,16.45050125313283
133,HV0004,3.4094427244582044
123,HV0004,2.995248538011696
187,HV0004,0.18188854489164089
256,HV0004,85.92484817813767
202,HV0004,2.0394736842105265
246,HV0004,319.92105263157896
100,HV0004,133.57769423558898
152,HV0004,34.23684210526316
35,HV0004,6.51452850877193
117,HV0004,1.8890977443609025
31,HV0004,1.1531432748538013
61,HV0004,80.1364522417154
155,HV0004,3.3475232198142417
5,HV0004,0.1238390092879257
198,HV0004,29.93421052631579
220,HV0004,3.4539473684210527
28,HV0004,2.378015350877193
218,HV0004,2.2002923976608186
209,HV0004,49.97403047091412
248,HV0004,2.724780701754386
89,HV0004,17.342575187969924
101,HV0004,0.8264802631578948
196,HV0004,2.545817669172932
224,HV0004,122.62061403508773
244,HV0004,154.71765350877195
242,HV0004,2.5732655502392348
46,HV0004,0.36958204334365324
37,HV0004,122.28481359649123
265,HV0004,2.1982758620689657
40,HV0004,15.384163533834588
47,HV0004,4.289860681114551
250,HV0004,1.6197822141560798
76,HV0004,10.342105263157894
142,HV0004,267.5182748538012
14,HV0004,6.867951127819549
233,HV0004,205.71939359267733
206,HV0004,1.261609907120743
170,HV0004,262.3464912280702
257,HV0004,7.357847744360902
178,HV0004,1.0551619433198383
261,HV0004,85.34722222222223
82,HV0004,5.138627819548873
20,HV0004,3.89437134502924
176,HV0004,0.26726973684210525
258,HV0004,3.1707665903890163
107,HV0004,192.83008166969148
127,HV0004,32.827813067150636
169,HV0004,5.859133126934985
54,HV0004,6.251934984520124
124,HV0004,1.2380382775119616
195,HV0004,17.508223684210527
147,HV0004,3.2314241486068114
10,HV0004,3.4481424148606816
137,HV0004,232.86184210526318
167,HV0004,5.038699690402478
66,HV0004,27.564614661654137
42,HV0004,102.75219298245614
185,HV0004,2.6118421052631584
234,HV0004,251.27835753176043
102,HV0004,2.4621710526315788
141,HV0004,281.6529605263158
67,HV0004,2.24937343358396
60,HV0004,3.686145510835914
144,HV0004,118.03552631578948
71,HV0004,8.840944272445821
25,HV0004,33.31842105263158
180,HV0004,2.074303405572756
112,HV0004,126.02732793522267
160,HV0004,1.819331983805668
97,HV0004,40.33575317604356
191,HV0004,2.023026315789474
129,HV0004,5.916353383458647
197,HV0004,2.916666666666667
205,HV0004,3.8312693498452015
93,HV0004,2.755417956656347
81,HV0004,2.8837719298245617
106,HV0004,12.373684210526317
3,HV0004,2.5328947368421053
204,HV0004,0.13596491228070176
9,HV0004,0.7417763157894738
72,HV0004,6.352554179566564
148,HV0004,180.0559210526316
179,HV0004,16.358430799220272
83,HV0004,2.8947368421052633
252,HV0004,1.6209795321637428
59,HV0004,0.19956140350877194
120,HV0004,0.4063467492260062
208,HV0004,2.197141560798548
121,HV0004,3.152089783281734
181,HV0004,55.58870235934664
253,HV0004,0.08856275303643726
17,HV0004,63.26343201754386
150,HV0004,1.0291353383458646
115,HV0004,1.1242260061919507
175,HV0004,1.0587231968810915
18,HV0004,4.321172248803828
48,HV0004,218.18398366606172
226,HV0004,32.97149122807018
128,HV0004,6.412538699690403
230,HV0004,219.4311951754386
11,HV0004,1.2341617933723197
30,HV0004,0.3759398496240602
190,HV0004,7.8764619883040945
146,HV0004,18.444809941520468
164,HV0004,178.57334307992204
157,HV0004,4.83187134502924
114,HV0004,98.9924463937622
94,HV0004,2.6509287925696596
26,HV0004,2.564524291497976
79,HV0004,251.85231397459165
91,HV0004,6.239612188365651
207,HV0004,0.22203947368421054
50,HV0004,241.3776315789474
228,HV0004,8.115253411306043
263,HV0004,249.14246823956447
182,HV0004,2.4360380116959064
12,HV0004,2.8095975232198143
131,HV0004,1.9040247678018576
22,HV0004,2.933723196881092
165,HV0004,3.4442724458204337
240,HV0004,0.5398606811145511
44,HV0004,0.14332706766917291
255,HV0004,120.61325187969926
201,HV0004,0.9926470588235294
74,HV0004,208.63815789473688
229,HV0004,198.35753176043556
251,HV0004,0.5236842105263159
90,HV0004,110.59777676950998
217,HV0004,6.78405572755418
215,HV0004,1.9407894736842106
171,HV0004,2.3081140350877196
13,HV0004,197.6882940108893
227,HV0004,4.420013850415513
138,HV0004,61.61530470914128
73,HV0004,1.0272129186602872
108,HV0004,1.3777089783281735
19,HV0004,1.0758513931888545
65,HV0004,27.918233082706767
212,HV0004,3.115325077399381
134,HV0004,2.7947874493927127
126,HV0004,3.922213622291022
153,HV0004,1.2190402476780187
130,HV0004,5.543546365914787
23,HV0004,0.9520123839009288
1,HV0004,41.33717105263158
158,HV0004,127.18579854809438
149,HV0004,2.108395989974938
262,HV0004,247.48472744360905
63,HV0004,4.537538699690403
241,HV0004,3.238956766917293
236,HV0004,348.8497807017544
254,HV0004,5.749269005847953
69,HV0004,6.860380116959064
210,HV0004,3.0727554179566563
53,HV0004,1.5905572755417956
113,HV0004,128.9201451905626
140,HV0004,353.9424951267057
119,HV0004,4.71749226006192
39,HV0004,7.09954233409611
163,HV0004,185.5616471734893
6,HV0004,0.27476780185758515
188,HV0004,38.82431773879143
118,HV0004,0.49922600619195046
45,HV0004,79.71260387811634
62,HV0004,31.431888544891642
225,HV0004,66.29934210526316
193,HV0004,7.387770897832818
259,HV0004,3.1994459833795013
151,HV0004,165.734649122807
161,HV0004,443.1980994152047
186,HV0004,148.8803137651822
52,HV0004,10.058936403508772
78,HV0004,4.6342879256965945
41,HV0004,155.45723684210526
200,HV0004,3.84375
32,HV0004,2.362700228832952
43,HV0004,31.26762218045113
192,HV0004,1.7627708978328174
143,HV0004,292.71264097744364
211,HV0004,87.86062378167642
174,HV0004,3.462171052631579
122,HV0004,1.2209752321981424
96,HV0004,0.28289473684210525
68,HV0004,216.1513157894737
7,HV0004,57.043128654970765
29,HV0004,1.8498452012383901
80,HV0004,85.53606237816764
135,HV0004,3.041118421052632
16,HV0004,2.0335996240601504
21,HV0004,1.9208176691729326
231,HV0004,267.8179824561404
55,HV0004,2.995065789473684
64,HV0004,0.9950657894736843
75,HV0004,337.7923976608187
173,HV0004,1.6721491228070178
203,HV0004,1.9678792569659442
172,HV0004,0.30701754385964913
238,HV0004,313.76701451905626
85,HV0004,8.618421052631579
139,HV0004,1.755030959752322
58,HV0004,0.25541795665634676
57,HV0004,0.2569901315789474
239,HV0004,308.8827132486389
216,HV0004,3.1850686498855834
88,HV0004,126.54239766081871
34,HV0004,8.344875346260388
27,HV0004,0.6602443609022557
70,HV0004,2.417763157894737
235,HV0004,5.948142414860681
189,HV0004,26.71189692982456
245,HV0004,0.505030959752322
49,HV0004,51.46851503759399
36,HV0004,117.18932748538012
98,HV0004,1.3072612085769981
194,HV0004,13.676470588235293
145,HV0004,64.44651029748285
132,HV0004,90.04699248120302
222,HV0004,2.7728328173374615
136,HV0004,3.295278637770898
86,HV0004,1.611842105263158
243,HV0004,101.34539473684211
95,HV0004,8.929219600725952
51,HV0004,3.8157894736842106
223,HV0004,25.766700404858298
125,HV0004,91.42494019138756
249,HV0004,124.07214156079856
156,HV0004,0.6232686980609418
213,HV0004,6.293282548476455
4,HV0004,147.95504385964912
237,HV0004,308.6664979757085
15,HV0004,0.6921600877192983
219,HV0004,1.3475499092558985
214,HV0004,0.5108359133126935
154,HV0004,0.3355263157894737
56,HV0004,2.8560371517027865
77,HV0004,4.347587719298246
84,HV0004,0.5380639097744361
221,HV0004,1.482198142414861
184,HV0004,0.31140350877192985
111,HV0004,0.21508097165991905
8,HV0004,0.3547932330827068
99,HV0004,0.043859649122807015
2,HV0004,0.03289473684210526
218,HV0005,29.45106907894737
46,HV0005,2.456140350877193
43,HV0005,31.298428362573098
136,HV0005,16.440789473684212
44,HV0005,3.6133603238866394
96,HV0005,3.085839598997494
251,HV0005,7.324561403508772
70,HV0005,21.561090225563913
117,HV0005,13.294807965860599
261,HV0005,59.37932825484764
20,HV0005,18.2359022556391
124,HV0005,15.229166666666666
216,HV0005,52.11148648648649
80,HV0005,188.40287396121883
189,HV0005,78.73441828254849
172,HV0005,5.7319078947368425
112,HV0005,189.83468286099867
93,HV0005,9.643640350877194
107,HV0005,151.48026315789474
100,HV0005,82.81423130193906
121,HV0005,26.939875730994153
36,HV0005,197.48310810810813
213,HV0005,44.370300751879704
233,HV0005,121.68296586059745
19,HV0005,11.52580971659919
120,HV0005,1.426809210526316
31,HV0005,3.474780701754386
151,HV0005,68.4923245614035
215,HV0005,36.2920321637427
134,HV0005,26.602870813397132
90,HV0005,99.40344950213372
255,HV0005,187.58059210526315
243,HV0005,44.8450484764543
48,HV0005,207.1225761772853
79,HV0005,313.3898891966759
208,HV0005,23.019390581717452
175,HV0005,15.499746963562753
10,HV0005,39.0921052631579
154,HV0005,2.427285318559557
87,HV0005,115.80245844875347
138,HV0005,227.72520242914982
254,HV0005,40.775518341307816
214,HV0005,7.294956140350878
177,HV0005,76.14400584795322
241,HV0005,24.15204678362573
54,HV0005,12.853383458646617
58,HV0005,3.6662679425837323
2,HV0005,0.05819838056680162
82,HV0005,58.80626731301939
140,HV0005,132.34564777327935
35,HV0005,67.44979224376732
220,HV0005,26.414473684210527
18,HV0005,27.874060150375943
164,HV0005,141.4222645429363
153,HV0005,6.7978238866396765
180,HV0005,18.835950764006792
94,HV0005,15.175438596491228
145,HV0005,117.3178137651822
131,HV0005,26.079200404858298
262,HV0005,76.48026315789474
156,HV0005,15.048314144736842
42,HV0005,133.69979224376732
26,HV0005,31.45334928229665
207,HV0005,15.614426691729324
223,HV0005,95.57894736842105
64,HV0005,10.245995423340961
110,HV0005,0.054824561403508776
263,HV0005,120.30786099865047
229,HV0005,102.6231443994602
185,HV0005,23.249806501547987
65,HV0005,80.80128205128204
190,HV0005,18.500386996904023
245,HV0005,7.410714285714286
203,HV0005,21.571207430340557
128,HV0005,3.0197368421052633
51,HV0005,33.058213716108455
181,HV0005,175.16784750337385
202,HV0005,19.281798245614034
186,HV0005,140.87972334682863
259,HV0005,24.668233082706767
235,HV0005,32.8515037593985
23,HV0005,15.971308479532164
86,HV0005,16.845479082321187
116,HV0005,63.22801246537396
221,HV0005,14.86388384754991
192,HV0005,14.097587719298247
30,HV0005,0.5681818181818182
209,HV0005,37.207409972299175
238,HV0005,113.37344182825485
240,HV0005,6.3550101214574894
141,HV0005,116.21120107962213
253,HV0005,1.0279605263157896
14,HV0005,47.17013888888889
169,HV0005,27.935371517027864
184,HV0005,3.279007177033493
194,HV0005,6.42332995951417
195,HV0005,46.1628733997155
8,HV0005,1.2531328320802007
130,HV0005,79.50749269005848
139,HV0005,25.040322580645164
33,HV0005,74.19667590027701
63,HV0005,34.078007518796994
183,HV0005,10.192982456140351
146,HV0005,46.90789473684211
97,HV0005,130.62413434903047
197,HV0005,43.415247678018574
256,HV0005,174.0300269905533
7,HV0005,154.49878808864267
250,HV0005,23.29287658802178
6,HV0005,5.6420565302144245
84,HV0005,3.703703703703704
205,HV0005,54.65267027863778
167,HV0005,24.17669172932331
123,HV0005,22.05989110707804
47,HV0005,22.958532695374803
11,HV0005,12.13183198380567
89,HV0005,106.23310810810813
99,HV0005,0.4009046052631579
55,HV0005,19.490629984051036
91,HV0005,50.85439750692521
40,HV0005,43.34903982930299
66,HV0005,56.468454790823216
249,HV0005,117.9821675900277
171,HV0005,21.86184210526316
150,HV0005,11.830357142857144
204,HV0005,2.9694976076555024
182,HV0005,17.81916785206259
248,HV0005,18.858359133126935
37,HV0005,270.0320512820513
28,HV0005,24.92233187134503
49,HV0005,146.61521592442648
188,HV0005,119.24774930747922
198,HV0005,89.67711218836565
239,HV0005,122.6990997229917
9,HV0005,10.714827935222672
159,HV0005,29.48739035087719
173,HV0005,19.45826480263158
95,HV0005,63.89507422402159
50,HV0005,125.60475708502024
73,HV0005,11.221491228070176
178,HV0005,9.552396616541355
3,HV0005,20.30263157894737
57,HV0005,3.0607057416267947
27,HV0005,1.1632775119617227
22,HV0005,26.309393274853804
257,HV0005,29.788011695906434
13,HV0005,68.16308864265928
88,HV0005,42.33466066481994
108,HV0005,10.72985197368421
125,HV0005,42.682652354570635
12,HV0005,4.680023923444977
196,HV0005,26.37687969924812
32,HV0005,18.62218045112782
265,HV0005,184.23667341430502
76,HV0005,117.8090373961219
83,HV0005,21.74624060150376
81,HV0005,26.451480263157897
252,HV0005,15.660087719298247
244,HV0005,78.05228531855956
226,HV0005,77.98920377867746
62,HV0005,71.38590720221606
78,HV0005,25.337837837837842
163,HV0005,82.45325484764544
230,HV0005,129.65755735492579
219,HV0005,25.118034055727556
101,HV0005,10.699645748987855
102,HV0005,24.67575187969925
237,HV0005,91.77631578947368
109,HV0005,4.8048245614035086
211,HV0005,74.18455678670361
4,HV0005,100.93033063427801
161,HV0005,118.80566801619433
122,HV0005,18.990009746588694
149,HV0005,21.235254083484573
157,HV0005,28.309032716927454
98,HV0005,15.017817982456142
77,HV0005,35.640037593984964
165,HV0005,29.1213921901528
118,HV0005,10.803865131578949
137,HV0005,148.21440620782727
21,HV0005,19.33339783281734
126,HV0005,20.726214574898787
72,HV0005,55.619665718349935
132,HV0005,195.77597840755735
168,HV0005,46.439577562326875
174,HV0005,27.274574303405572
232,HV0005,130.05280470914127
210,HV0005,25.88199013157895
45,HV0005,71.65204678362574
258,HV0005,33.29511278195489
201,HV0005,4.17165071770335
39,HV0005,83.87725069252079
193,HV0005,32.05043859649123
92,HV0005,43.85301246537396
158,HV0005,88.49463296398893
234,HV0005,156.14878542510124
217,HV0005,23.83954678362573
224,HV0005,81.0099573257468
75,HV0005,125.61201523545706
1,HV0005,51.736648606811144
5,HV0005,3.1157894736842104
228,HV0005,53.45942982456141
127,HV0005,27.78271692745377
60,HV0005,17.404718693284938
212,HV0005,19.553018575851393
53,HV0005,17.336587436332767
17,HV0005,225.04301619433198
114,HV0005,98.80145074224022
85,HV0005,38.822012802275964
56,HV0005,27.440982972136226
34,HV0005,17.017543859649123
68,HV0005,171.1664979757085
179,HV0005,64.77329302987198
24,HV0005,36.408668730650156
222,HV0005,16.31109022556391
148,HV0005,189.52597840755735
236,HV0005,110.19477146814404
59,HV0005,1.5053258145363408
29,HV0005,15.280172413793105
38,HV0005,16.725877192982455
225,HV0005,213.09128289473688
166,HV0005,100.78033625730994
69,HV0005,31.548719772403985
147,HV0005,17.73820326678766
74,HV0005,119.2858379501385
16,HV0005,23.461143092105264
176,HV0005,3.6280153508771935
247,HV0005,28.10855263157895
260,HV0005,42.933270676691734
67,HV0005,16.45797962648557
119,HV0005,25.162480063795858
200,HV0005,17.74767801857585
162,HV0005,106.76029014844804
25,HV0005,90.84920360110803
71,HV0005,51.43000730994152
143,HV0005,88.6468705547653
133,HV0005,22.98471362229102
246,HV0005,175.1560391363023
41,HV0005,109.52735457063712
142,HV0005,109.16447368421053
160,HV0005,23.033834586466167
15,HV0005,9.974154135338347
111,HV0005,1.069078947368421
144,HV0005,110.37618083670716
152,HV0005,44.28609530583215
155,HV0005,31.698853989813244
187,HV0005,8.247722672064777
106,HV0005,38.41660739687055
170,HV0005,179.4829622132254
52,HV0005,22.06258890469417
135,HV0005,25.946751644736842
242,HV0005,27.295321637426902
129,HV0005,64.77233379501385
61,HV0005,323.57962213225375
227,HV0005,27.168150154798763
113,HV0005,98.99881916329285
191,HV0005,34.15271132376396
115,HV0005,10.526315789473685
231,HV0005,128.67434210526315
206,HV0005,23.195488721804512
105,HV0005,0.04699248120300752
