month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
1-2019,13.681000000000001,11.5,0.631,10.0,5782.8,10.340354256903284
4-2019,10.05,8.75,0.0,4.0,6802.75,11.949994915891171
9-2018,16.694419567785083,14.28866928551642,1.0596717714965673,883580.0,1393.6031560081913,12.257114949957876
11-2018,18.751111111111115,16.75,0.43666666666666665,19.0,7936.777777777777,9.658749525385238
2-2019,9.3,7.75,0.0,2.0,14864.5,7.07676657851297
10-2018,13.224680851063823,11.074468085106384,0.9459574468085105,66.0,3786.468085106383,9.443590762237774
12-2018,16.548333333333332,14.125,0.8733333333333334,12.0,9434.833333333334,7.712813589812108
8-2018,15.476666666666672,13.033333333333333,0.9513333333333333,43.0,739.8,15.93713352018355
3-2019,6.3,5.0,0.0,1.0,275.0,8.64
