month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
7-2023,35.435,28.55,3.01,2,1370.0,12.862620983965854
6-2023,23.68711628803813,17.92043892862147,2.414197868461755,73540,1183.6324323376805,11.818961796802778
5-2023,33.11125,27.3,2.2425,18,1048.0,15.624831813023759
