month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
5-2021,23.55,16.5,3.0,1.0,854.0,21.03512880562061
6-2021,18.52986026304377,15.033453499295415,1.4060599655550596,66174.0,1481.5766596211054,11.947419109692163
