month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
6-2018,12.975909090909095,10.727272727272727,1.1868181818181818,22,5355.363636363636,9.03234747199477
7-2018,7.550000000000001,6.75,0.0,2,435.0,9.79082448979592
3-2018,12.453235294117654,10.294117647058824,0.8638235294117647,42,3135.0,14.880299331386702
5-2018,13.33723684210525,11.526315789473685,0.781315789473684,85,4676.078947368421,9.044996218363904
4-2018,15.505177328697629,13.169719161069569,1.0313741984536349,1077047,1317.246779875808,12.14481692046272
