month_year,avg_total_amount,avg_fare_amount,avg_tip_amount,total_passenger_count,avg_time_diff,avg_speed
1-2018,11.36,8.666666666666666,1.8933333333333333,3,647.0,8.960671617694542
10-2017,14.951935483870972,12.741935483870968,0.9422580645161289,41,8583.806451612903,13.700437172775445
11-2017,14.379659725903059,12.002281075116242,1.1030396561552127,1185164,1301.53082358505,11.911028317046247
12-2017,13.790973451327424,11.238938053097344,1.3072566371681413,137,2051.9823008849557,10.581942007436027
