RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,17.0,1162.09,1.74
4.0,88.32,2348.61,5.02
3.0,86.45,2348.43,10.86
2.0,64.93,2797.32,7.83
5.0,44.88,1381.46,3.68
