RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
5,35.02,1542.8,2.71
1,21.79,1074.91,2.23
3,99.88,1810.77,9.12
2,86.7,3161.42,8.39
4,115.14,2276.66,6.66
99,28.9,3409.67,0.0
