RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,24.97,332.67,20.67
5,20.98,1828.61,0.96
1,14.35,1242.61,1.13
3,81.63,2317.91,8.38
2,62.97,2852.24,6.24
4,71.56,3063.2,4.41
