RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.48,1275.9,0.98
4.0,71.82,3225.62,4.14
3.0,90.98,3538.52,11.19
2.0,61.98,2680.66,6.69
6.0,3.3,680.33,0.0
5.0,29.33,2093.9,0.12
