RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,18.54,1304.6,1.3
4.0,75.5,4947.93,4.62
3.0,74.56,1640.1,8.7
2.0,61.76,2080.41,5.9
5.0,16.76,1622.24,0.55
