RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
5,30.77,1090.28,2.36
1,21.24,1070.16,2.12
3,122.07,2767.57,10.96
2,82.24,3617.88,9.73
4,110.51,1988.78,6.16
99,29.17,9410.86,0.0
