RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.59,1082.98,1.74
4.0,93.62,2571.58,6.41
3.0,92.11,2323.65,10.96
2.0,68.35,2472.1,9.92
5.0,29.48,1595.46,2.46
