RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,18.49,1408.9,1.46
4.0,98.83,3396.24,3.31
3.0,84.83,2249.29,9.67
2.0,64.42,3254.55,7.36
5.0,27.94,2101.3,1.51
