RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.19,1215.67,1.09
4.0,72.29,3329.38,4.42
3.0,103.89,4626.3,9.04
2.0,63.31,2855.95,6.61
6.0,3.3,15.0,0.0
5.0,25.37,1874.47,0.36
