RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,17.02,1189.57,1.79
4.0,82.75,3891.75,6.52
3.0,65.37,1630.4,6.46
2.0,67.76,3124.26,9.23
5.0,37.72,1643.72,3.56
