RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.86,1248.12,1.8
4.0,89.68,3907.18,3.75
3.0,76.84,2243.47,7.24
2.0,66.71,3624.3,8.39
5.0,32.34,1575.04,2.65
