RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,17.0,1343.79,1.43
4.0,62.78,2336.44,4.53
3.0,60.93,1413.69,3.84
2.0,62.49,1481.36,5.12
5.0,18.47,1295.07,0.92
