RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.86,1136.03,1.74
4.0,92.16,3473.53,4.87
3.0,71.29,3708.68,8.78
2.0,65.3,2928.74,7.35
5.0,39.31,1434.46,3.4
