RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.85,1161.86,1.77
4.0,91.19,3838.72,7.42
3.0,91.2,2549.55,9.2
2.0,69.5,3501.5,9.73
5.0,35.34,1541.39,3.47
