RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.93,1099.7,1.25
4.0,59.1,2153.19,2.51
3.0,82.98,1695.14,7.07
2.0,58.59,995.63,3.52
5.0,18.14,1686.81,0.67
