RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.14,1195.09,1.11
4.0,73.06,3984.39,4.76
3.0,89.0,3515.31,9.38
2.0,63.55,2793.46,6.69
6.0,3.8,19.0,0.0
5.0,24.22,1624.83,1.48
