RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,4.08,586.56,0.0
5,16.92,1731.37,0.65
1,13.44,1164.03,1.12
3,72.82,2226.91,7.35
2,60.18,2395.66,5.61
4,68.07,3017.08,4.09
