RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.81,1294.63,1.0
4.0,75.19,3348.53,4.61
3.0,82.98,3462.44,8.03
2.0,62.93,2682.67,6.18
6.0,3.3,12.0,0.0
5.0,26.31,1954.3,0.41
