RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
5,59.43,2028.09,5.47
1,23.98,1205.7,2.54
3,106.66,2182.46,10.7
2,86.82,3261.04,9.75
4,175.5,5032.0,9.46
99,15.0,4710.0,0.0
