RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,18.71,1159.46,1.84
4.0,102.78,4048.13,4.54
3.0,92.06,2166.31,9.79
2.0,74.21,3027.68,8.75
99.0,21.52,8082.0,0.0
5.0,39.23,1447.39,2.74
