RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.86,1303.6,1.0
4.0,67.89,4066.72,3.2
3.0,85.57,4304.55,9.02
2.0,62.76,2354.03,5.82
6.0,3.3,253.0,0.0
5.0,21.27,1661.25,0.93
