RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,18.15,1397.37,1.39
4.0,76.67,4134.85,5.8
3.0,59.13,1318.39,9.03
2.0,66.72,4130.88,7.85
5.0,22.59,1856.97,1.52
