RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.58,1293.08,0.96
4.0,69.54,2895.7,3.79
3.0,97.84,5244.33,9.8
2.0,61.92,2531.29,6.73
6.0,3.3,705.0,0.0
5.0,30.03,2084.58,0.12
