RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
5,102.46,1871.82,10.65
1,24.56,918.3,3.16
3,121.75,2588.22,14.71
2,90.2,3002.53,11.03
4,126.31,2670.65,11.9
99,35.02,2264.1,0.0
