RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.69,904.59,2.0
4.0,87.6,2737.73,8.44
3.0,91.19,2502.04,10.72
2.0,68.78,2652.75,8.65
99.0,16.6,668.09,0.19
6.0,3.55,149.0,0.21
5.0,80.14,1750.29,8.73
