RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,14.9,626.57,1.5
4.0,84.87,1857.17,6.4
3.0,81.52,2996.46,7.26
2.0,62.72,1468.54,7.87
99.0,9.3,375.33,0.0
6.0,18.54,1204.0,0.0
5.0,45.23,1836.38,1.9
