RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,116.12,484.18,0.54
5,90.67,2416.37,9.11
1,14.81,973.56,1.71
3,94.64,2793.95,10.93
2,65.66,3192.02,7.6
4,82.47,2582.95,8.41
99,31.04,1232.0,4.86
