RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,17.58,916.81,2.15
4.0,84.59,2499.18,7.61
3.0,92.88,2831.63,10.63
2.0,69.69,2879.95,8.66
99.0,14.68,660.79,0.24
6.0,24.23,141.33,4.33
5.0,83.21,1934.17,7.86
