RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,14.86,991.95,1.65
4.0,83.03,2761.6,7.12
3.0,95.03,3037.71,10.47
2.0,70.2,3076.22,7.2
99.0,13.39,725.04,0.04
6.0,15.33,176.93,12.14
5.0,73.3,2280.39,5.84
