RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,4.5,385.08,0.06
5,90.25,2333.53,8.99
1,15.07,1002.51,1.72
3,95.95,3074.75,11.26
2,65.68,3340.28,7.66
4,85.18,2839.03,8.72
99,14.44,712.53,0.14
