RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,17.43,1014.4,2.02
4.0,88.55,2844.75,8.47
3.0,94.36,2843.02,11.16
2.0,68.66,3112.48,8.01
99.0,17.39,760.27,0.26
6.0,259.75,502.17,1.3
5.0,65.05,2229.31,5.23
