RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.3,699.34,1.55
4.0,92.04,2519.0,2.93
3.0,80.21,1562.49,8.44
2.0,64.88,1659.23,7.63
99.0,7.3,166.33,0.0
6.0,13.3,585.0,10.0
5.0,48.42,1316.59,2.16
