RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.28,1060.4,1.77
4.0,83.75,2740.54,8.35
3.0,94.48,2911.71,11.01
2.0,65.78,3258.25,7.63
99.0,17.29,839.0,2.28
6.0,2.68,388.89,0.0
5.0,62.68,2249.43,4.68
