RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.2,1092.92,1.75
4.0,84.25,2744.95,8.24
3.0,95.79,3151.29,11.45
2.0,65.76,3258.79,7.77
99.0,13.72,810.39,0.08
6.0,4.15,296.11,0.3
5.0,60.7,2314.22,4.4
