RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.96,860.49,1.85
4.0,82.06,2416.25,5.66
3.0,86.36,2183.69,8.67
2.0,66.53,2263.54,7.86
99.0,15.69,430.89,0.0
6.0,3.86,97.5,0.0
5.0,51.78,1621.34,4.47
