RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,18.32,949.06,2.37
4.0,84.93,2511.59,8.61
3.0,93.02,2596.59,11.03
2.0,69.83,3031.22,8.75
99.0,36.11,2360.47,0.0
6.0,4.85,359.33,1.17
5.0,87.54,1764.47,9.74
