RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,4.19,181.67,0.44
5,87.75,2318.86,8.67
1,14.98,1012.84,1.72
3,94.14,2822.31,11.02
2,65.45,3205.12,7.51
4,83.56,2705.23,8.75
99,8.15,247.0,1.85
