RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,7.08,778.03,2.4
5,82.17,2056.42,8.56
1,14.38,874.14,1.65
3,92.61,2334.41,11.11
2,65.32,2779.74,7.6
4,77.18,2349.32,7.9
99,10.64,542.5,1.46
