RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.59,875.42,1.91
4.0,81.08,2467.42,6.03
3.0,85.97,2527.91,9.15
2.0,66.56,2376.74,7.87
99.0,15.02,708.06,0.0
6.0,1.1,506.33,0.0
5.0,55.91,1594.11,5.23
