RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,15.18,1042.39,1.73
4.0,84.86,2820.97,7.91
3.0,93.46,2730.34,10.72
2.0,65.48,3218.33,7.48
99.0,14.85,789.56,0.15
6.0,4.43,426.17,0.0
5.0,66.62,2206.52,5.06
