RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,10.13,667.5,0.0
5,104.42,1985.19,10.65
1,25.44,954.26,3.22
3,122.22,2656.13,14.2
2,90.15,3155.51,10.95
4,129.44,2689.19,12.32
99,36.09,2392.81,0.0
