RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,18.37,921.89,2.31
4.0,88.6,2521.92,8.17
3.0,93.21,2675.74,10.67
2.0,69.62,2978.02,8.54
99.0,35.89,2138.49,0.0
6.0,6.45,227.83,0.74
5.0,88.17,1853.5,9.25
