RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,4.87,406.53,0.13
5,88.87,2340.42,9.09
1,15.23,971.68,1.71
3,94.76,2837.31,11.15
2,65.07,3398.87,7.36
4,82.31,2685.39,8.25
99,10.56,653.0,0.39
