RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,17.02,985.13,2.0
4.0,84.68,2629.26,8.39
3.0,93.38,2777.66,11.5
2.0,68.64,2945.71,8.44
99.0,16.74,832.99,0.04
6.0,17.12,4207.77,1.38
5.0,48.02,2239.92,2.24
