RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,18.03,896.57,2.36
4.0,87.66,2425.64,8.92
3.0,94.09,2656.71,11.57
2.0,70.13,2926.2,9.0
99.0,36.96,2441.34,0.0
6.0,18.8,384.14,14.4
5.0,84.62,1769.09,9.56
