RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,23.82,863.8,3.03
4.0,121.1,2352.49,10.74
3.0,115.62,2245.89,12.93
2.0,90.09,2643.45,10.96
99.0,36.67,2237.34,0.0
5.0,101.18,1731.97,10.29
