RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
6,5.75,1176.0,0.0
5,99.83,1973.1,9.67
1,25.01,920.87,3.09
3,117.57,2546.02,12.7
2,89.52,3025.26,10.46
4,123.39,2541.47,10.34
99,35.46,2336.74,0.0
