RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,14.08,946.62,1.66
4.0,82.07,2674.35,7.8
3.0,92.44,2757.34,10.83
2.0,66.3,2821.31,8.18
99.0,12.33,691.59,0.26
6.0,609.19,256.64,0.06
5.0,48.81,2193.69,2.29
