RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.83,920.02,2.05
4.0,88.41,2663.62,8.96
3.0,92.3,2538.58,11.42
2.0,68.73,2758.85,8.63
99.0,16.52,704.81,0.0
6.0,6.68,361.78,0.44
5.0,78.71,1892.89,8.73
