RatecodeID,avg_total_amount,avg_time_diff,avg_tip_amount
1.0,16.2,826.9,1.76
4.0,85.31,2699.23,5.85
3.0,87.03,2268.75,8.2
2.0,66.5,2253.33,7.83
99.0,21.77,427.5,0.59
6.0,3.3,990.0,0.0
5.0,60.85,1829.3,5.16
